Year,Month,Day,Date,Weekday,Holiday,Temperature,Rainfall,Demand
2023,1,3,3/1/2023,TUESDAY,FALSE,17.3,0.0,3583
2023,1,4,4/1/2023,WEDNESDAY,FALSE,17.4,0.0,3364
2023,1,5,5/1/2023,THURSDAY,FALSE,18.5,0.0,3448
2023,1,6,6/1/2023,FRIDAY,FALSE,19.8,0.0,2374
2023,1,7,7/1/2023,SATURDAY,FALSE,19.1,0.0,1797
2023,1,8,8/1/2023,SUNDAY,FALSE,18.6,0.0,989
2023,1,9,9/1/2023,MONDAY,FALSE,19.7,0.1,3111
2023,1,10,10/1/2023,TUESDAY,FALSE,18.2,5.5,2645
2023,1,11,11/1/2023,WEDNESDAY,FALSE,18.1,3.2,2569
2023,1,12,12/1/2023,THURSDAY,FALSE,18.8,0.5,2929
2023,1,13,13/1/2023,FRIDAY,FALSE,21.7,4.5,2941
2023,1,14,14/1/2023,SATURDAY,FALSE,22.7,3.4,1686
2023,1,15,15/1/2023,SUNDAY,FALSE,18.4,0.0,953
2023,1,16,16/1/2023,MONDAY,FALSE,12.3,0.0,2984
2023,1,17,17/1/2023,TUESDAY,FALSE,13.2,0.0,3253
2023,1,18,18/1/2023,WEDNESDAY,FALSE,14.3,0.0,3033
2023,1,19,19/1/2023,THURSDAY,FALSE,16.1,0.0,3485
2023,1,20,20/1/2023,FRIDAY,FALSE,17.6,0.0,3074
2023,1,21,21/1/2023,SATURDAY,FALSE,16.9,0.0,2394
2023,1,22,22/1/2023,SUNDAY,FALSE,18.8,0.6,944
2023,1,23,23/1/2023,MONDAY,TRUE,18.8,0.0,1229
2023,1,24,24/1/2023,TUESDAY,TRUE,14.7,0.3,1110
2023,1,25,25/1/2023,WEDNESDAY,TRUE,12.5,0.0,928
2023,1,26,26/1/2023,THURSDAY,FALSE,15.7,0.0,3398
2023,1,27,27/1/2023,FRIDAY,FALSE,15.4,0.0,3400
2023,1,28,28/1/2023,SATURDAY,FALSE,12.9,0.0,2151
2023,1,29,29/1/2023,SUNDAY,FALSE,12.8,0.0,1047
2023,1,30,30/1/2023,MONDAY,FALSE,15.0,0.0,2823
2023,1,31,31/1/2023,TUESDAY,FALSE,16.9,0.0,2756
2023,2,1,1/2/2023,WEDNESDAY,FALSE,19.9,0.0,2963
2023,2,2,2/2/2023,THURSDAY,FALSE,19.4,0.0,2882
2023,2,3,3/2/2023,FRIDAY,FALSE,17.9,0.0,2842
2023,2,4,4/2/2023,SATURDAY,FALSE,17.4,0.4,1974
2023,2,5,5/2/2023,SUNDAY,FALSE,17.9,0.0,1089
2023,2,6,6/2/2023,MONDAY,FALSE,19.2,0.1,3106
2023,2,7,7/2/2023,TUESDAY,FALSE,21.0,0.0,2896
2023,2,8,8/2/2023,WEDNESDAY,FALSE,18.5,0.0,3457
2023,2,9,9/2/2023,THURSDAY,FALSE,19.5,0.1,3361
2023,2,10,10/2/2023,FRIDAY,FALSE,21.2,0.1,2851
2023,2,11,11/2/2023,SATURDAY,FALSE,18.7,0.9,1864
2023,2,12,12/2/2023,SUNDAY,FALSE,19.9,0.0,880
2023,2,13,13/2/2023,MONDAY,FALSE,22.3,0.0,2425
2023,2,14,14/2/2023,TUESDAY,FALSE,18.5,0.0,2726
2023,2,15,15/2/2023,WEDNESDAY,FALSE,16.3,0.0,2754
2023,2,16,16/2/2023,THURSDAY,FALSE,16.8,0.0,3131
2023,2,17,17/2/2023,FRIDAY,FALSE,18.7,0.0,2980
2023,2,18,18/2/2023,SATURDAY,FALSE,21.0,0.0,1537
2023,2,19,19/2/2023,SUNDAY,FALSE,22.8,0.0,781
2023,2,20,20/2/2023,MONDAY,FALSE,20.1,0.0,3086
2023,2,21,21/2/2023,TUESDAY,FALSE,17.8,0.0,2373
2023,2,22,22/2/2023,WEDNESDAY,FALSE,16.9,0.0,2932
2023,2,23,23/2/2023,THURSDAY,FALSE,18.2,0.0,2888
2023,2,24,24/2/2023,FRIDAY,FALSE,19.8,0.0,3458
2023,2,25,25/2/2023,SATURDAY,FALSE,17.1,0.0,1754
2023,2,26,26/2/2023,SUNDAY,FALSE,16.8,0.0,1100
2023,2,27,27/2/2023,MONDAY,FALSE,16.4,0.0,2977
2023,2,28,28/2/2023,TUESDAY,FALSE,17.8,0.0,3079
2023,3,1,1/3/2023,WEDNESDAY,FALSE,19.7,0.0,3032
2023,3,2,2/3/2023,THURSDAY,FALSE,19.8,0.0,3524
2023,3,3,3/3/2023,FRIDAY,FALSE,18.6,0.0,2413
2023,3,4,4/3/2023,SATURDAY,FALSE,19.6,0.0,1511
2023,3,5,5/3/2023,SUNDAY,FALSE,19.7,0.0,843
2023,3,6,6/3/2023,MONDAY,FALSE,20.0,0.0,3373
2023,3,7,7/3/2023,TUESDAY,FALSE,20.1,0.0,3265
2023,3,8,8/3/2023,WEDNESDAY,FALSE,21.6,0.0,2767
2023,3,9,9/3/2023,THURSDAY,FALSE,22.5,0.0,3183
2023,3,10,10/3/2023,FRIDAY,FALSE,22.4,0.0,3335
2023,3,11,11/3/2023,SATURDAY,FALSE,22.1,0.0,1448
2023,3,12,12/3/2023,SUNDAY,FALSE,22.6,0.1,939
2023,3,13,13/3/2023,MONDAY,FALSE,20.1,0.0,3073
2023,3,14,14/3/2023,TUESDAY,FALSE,19.7,0.0,3579
2023,3,15,15/3/2023,WEDNESDAY,FALSE,21.0,0.0,2778
2023,3,16,16/3/2023,THURSDAY,FALSE,22.0,0.0,3437
2023,3,17,17/3/2023,FRIDAY,FALSE,21.7,0.5,3152
2023,3,18,18/3/2023,SATURDAY,FALSE,22.3,0.0,1852
2023,3,19,19/3/2023,SUNDAY,FALSE,20.6,0.6,901
2023,3,20,20/3/2023,MONDAY,FALSE,21.8,0.3,3407
2023,3,21,21/3/2023,TUESDAY,FALSE,23.7,0.0,3578
2023,3,22,22/3/2023,WEDNESDAY,FALSE,24.7,0.0,2867
2023,3,23,23/3/2023,THURSDAY,FALSE,25.0,0.0,3539
2023,3,24,24/3/2023,FRIDAY,FALSE,25.6,0.0,2881
2023,3,25,25/3/2023,SATURDAY,FALSE,23.4,53.5,2538
2023,3,26,26/3/2023,SUNDAY,FALSE,20.8,5.9,812
2023,3,27,27/3/2023,MONDAY,FALSE,18.6,6.3,2796
2023,3,28,28/3/2023,TUESDAY,FALSE,18.7,0.0,3282
2023,3,29,29/3/2023,WEDNESDAY,FALSE,19.9,0.9,2905
2023,3,30,30/3/2023,THURSDAY,FALSE,20.8,0.3,3552
2023,3,31,31/3/2023,FRIDAY,FALSE,20.3,1.9,3405
2023,4,1,1/4/2023,SATURDAY,FALSE,20.3,0.7,1997
2023,4,2,2/4/2023,SUNDAY,FALSE,21.1,0.7,839
2023,4,3,3/4/2023,MONDAY,FALSE,20.9,2.1,2804
2023,4,4,4/4/2023,TUESDAY,FALSE,23.7,4.0,3154
2023,4,5,5/4/2023,WEDNESDAY,TRUE,25.3,0.4,732
2023,4,6,6/4/2023,THURSDAY,FALSE,25.4,5.9,2714
2023,4,7,7/4/2023,FRIDAY,TRUE,21.8,4.4,1219
2023,4,8,8/4/2023,SATURDAY,TRUE,20.6,0.0,887
2023,4,9,9/4/2023,SUNDAY,FALSE,19.8,2.6,774
2023,4,10,10/4/2023,MONDAY,TRUE,21.4,0.0,894
2023,4,11,11/4/2023,TUESDAY,FALSE,24.2,0.0,2978
2023,4,12,12/4/2023,WEDNESDAY,FALSE,25.0,0.0,2486
2023,4,13,13/4/2023,THURSDAY,FALSE,23.4,0.0,3356
2023,4,14,14/4/2023,FRIDAY,FALSE,24.7,0.0,3092
2023,4,15,15/4/2023,SATURDAY,FALSE,26.9,0.0,1859
2023,4,16,16/4/2023,SUNDAY,FALSE,26.7,0.0,1118
2023,4,17,17/4/2023,MONDAY,FALSE,26.1,0.0,3049
2023,4,18,18/4/2023,TUESDAY,FALSE,26.7,0.0,2701
2023,4,19,19/4/2023,WEDNESDAY,FALSE,25.9,26.5,3356
2023,4,20,20/4/2023,THURSDAY,FALSE,24.0,18.2,3050
2023,4,21,21/4/2023,FRIDAY,FALSE,24.1,4.3,2739
2023,4,22,22/4/2023,SATURDAY,FALSE,23.1,0.7,1996
2023,4,23,23/4/2023,SUNDAY,FALSE,23.0,0.4,1000
2023,4,24,24/4/2023,MONDAY,FALSE,23.5,1.0,2943
2023,4,25,25/4/2023,TUESDAY,FALSE,22.4,4.4,2721
2023,4,26,26/4/2023,WEDNESDAY,FALSE,21.6,0.0,2368
2023,4,27,27/4/2023,THURSDAY,FALSE,22.7,0.3,3068
2023,4,28,28/4/2023,FRIDAY,FALSE,24.1,0.9,3411
2023,4,29,29/4/2023,SATURDAY,FALSE,25.4,0.0,1751
2023,4,30,30/4/2023,SUNDAY,FALSE,24.6,0.0,1237
2023,5,1,1/5/2023,MONDAY,TRUE,24.1,0.3,1059
2023,5,2,2/5/2023,TUESDAY,FALSE,24.1,0.0,3451
2023,5,3,3/5/2023,WEDNESDAY,FALSE,25.4,0.1,3210
2023,5,4,4/5/2023,THURSDAY,FALSE,27.0,0.0,2580
2023,5,5,5/5/2023,FRIDAY,FALSE,27.5,0.0,2939
2023,5,6,6/5/2023,SATURDAY,FALSE,28.2,0.0,2373
2023,5,7,7/5/2023,SUNDAY,FALSE,26.6,35.5,1445
2023,5,8,8/5/2023,MONDAY,FALSE,23.2,39.2,5127
2023,5,9,9/5/2023,TUESDAY,FALSE,23.8,0.1,2859
2023,5,10,10/5/2023,WEDNESDAY,FALSE,23.9,0.0,3048
2023,5,11,11/5/2023,THURSDAY,FALSE,23.9,0.5,3363
2023,5,12,12/5/2023,FRIDAY,FALSE,24.4,0.0,3477
2023,5,13,13/5/2023,SATURDAY,FALSE,23.5,9.5,2650
2023,5,14,14/5/2023,SUNDAY,FALSE,21.3,39.9,1692
2023,5,15,15/5/2023,MONDAY,FALSE,24.3,0.1,3371
2023,5,16,16/5/2023,TUESDAY,FALSE,25.2,0.4,2610
2023,5,17,17/5/2023,WEDNESDAY,FALSE,26.9,32.7,3762
2023,5,18,18/5/2023,THURSDAY,FALSE,28.9,0.0,3199
2023,5,19,19/5/2023,FRIDAY,FALSE,29.1,0.0,3343
2023,5,20,20/5/2023,SATURDAY,FALSE,29.7,0.0,3039
2023,5,21,21/5/2023,SUNDAY,FALSE,29.7,1.5,1526
2023,5,22,22/5/2023,MONDAY,FALSE,30.0,0.0,3476
2023,5,23,23/5/2023,TUESDAY,FALSE,26.9,8.3,3490
2023,5,24,24/5/2023,WEDNESDAY,FALSE,24.9,14.5,2743
2023,5,25,25/5/2023,THURSDAY,FALSE,26.1,0.0,2641
2023,5,26,26/5/2023,FRIDAY,TRUE,27.8,0.2,959
2023,5,27,27/5/2023,SATURDAY,FALSE,28.8,0.0,2057
2023,5,28,28/5/2023,SUNDAY,FALSE,28.7,0.0,1025
2023,5,29,29/5/2023,MONDAY,FALSE,28.9,0.0,2832
2023,5,30,30/5/2023,TUESDAY,FALSE,31.2,0.0,3729
2023,5,31,31/5/2023,WEDNESDAY,FALSE,31.4,0.0,4604
2023,6,1,1/6/2023,THURSDAY,FALSE,29.2,6.0,3262
2023,6,2,2/6/2023,FRIDAY,FALSE,30.7,0.0,3113
2023,6,3,3/6/2023,SATURDAY,FALSE,30.8,0.6,2527
2023,6,4,4/6/2023,SUNDAY,FALSE,30.0,5.1,1110
2023,6,5,5/6/2023,MONDAY,FALSE,29.7,4.8,4644
2023,6,6,6/6/2023,TUESDAY,FALSE,28.4,31.1,4121
2023,6,7,7/6/2023,WEDNESDAY,FALSE,28.5,27.1,4926
2023,6,8,8/6/2023,THURSDAY,FALSE,29.4,2.6,3594
2023,6,9,9/6/2023,FRIDAY,FALSE,29.0,16.8,2532
2023,6,10,10/6/2023,SATURDAY,FALSE,29.5,0.3,3362
2023,6,11,11/6/2023,SUNDAY,FALSE,29.2,25.4,1437
2023,6,12,12/6/2023,MONDAY,FALSE,30.2,0.2,3576
2023,6,13,13/6/2023,TUESDAY,FALSE,29.8,31.8,4120
2023,6,14,14/6/2023,WEDNESDAY,FALSE,27.7,62.8,3384
2023,6,15,15/6/2023,THURSDAY,FALSE,27.4,41.5,3175
2023,6,16,16/6/2023,FRIDAY,FALSE,26.4,41.7,4075
2023,6,17,17/6/2023,SATURDAY,FALSE,26.2,89.9,3084
2023,6,18,18/6/2023,SUNDAY,FALSE,28.0,35.8,1524
2023,6,19,19/6/2023,MONDAY,FALSE,29.1,10.2,4939
2023,6,20,20/6/2023,TUESDAY,FALSE,30.0,2.3,4291
2023,6,21,21/6/2023,WEDNESDAY,FALSE,30.2,1.9,4290
2023,6,22,22/6/2023,THURSDAY,TRUE,30.2,0.6,1507
2023,6,23,23/6/2023,FRIDAY,FALSE,30.0,2.3,3487
2023,6,24,24/6/2023,SATURDAY,FALSE,29.1,8.2,1977
2023,6,25,25/6/2023,SUNDAY,FALSE,29.4,13.0,1128
2023,6,26,26/6/2023,MONDAY,FALSE,29.4,11.4,3697
2023,6,27,27/6/2023,TUESDAY,FALSE,30.1,0.0,3988
2023,6,28,28/6/2023,WEDNESDAY,FALSE,28.8,5.4,3024
2023,6,29,29/6/2023,THURSDAY,FALSE,29.5,0.9,3478
2023,6,30,30/6/2023,FRIDAY,FALSE,29.8,11.2,6076
2023,7,1,1/7/2023,SATURDAY,TRUE,28.9,4.7,811
2023,7,2,2/7/2023,SUNDAY,FALSE,27.5,15.6,1290
2023,7,3,3/7/2023,MONDAY,FALSE,28.9,3.6,3419
2023,7,4,4/7/2023,TUESDAY,FALSE,29.3,10.6,4356
2023,7,5,5/7/2023,WEDNESDAY,FALSE,30.4,0.0,4637
2023,7,6,6/7/2023,THURSDAY,FALSE,30.3,0.0,4518
2023,7,7,7/7/2023,FRIDAY,FALSE,30.4,0.3,3409
2023,7,8,8/7/2023,SATURDAY,FALSE,30.4,0.0,2162
2023,7,9,9/7/2023,SUNDAY,FALSE,30.5,0.0,1570
2023,7,10,10/7/2023,MONDAY,FALSE,30.7,0.0,4450
2023,7,11,11/7/2023,TUESDAY,FALSE,30.7,0.0,4853
2023,7,12,12/7/2023,WEDNESDAY,FALSE,30.7,0.0,4277
2023,7,13,13/7/2023,THURSDAY,FALSE,30.9,0.0,3566
2023,7,14,14/7/2023,FRIDAY,FALSE,31.3,0.0,3732
2023,7,15,15/7/2023,SATURDAY,FALSE,31.1,2.5,2357
2023,7,16,16/7/2023,SUNDAY,FALSE,29.7,4.9,1211
2023,7,17,17/7/2023,MONDAY,FALSE,28.4,29.0,2939
2023,7,18,18/7/2023,TUESDAY,FALSE,29.2,10.9,2819
2023,7,19,19/7/2023,WEDNESDAY,FALSE,28.7,3.9,2711
2023,7,20,20/7/2023,THURSDAY,FALSE,29.6,4.8,3462
2023,7,21,21/7/2023,FRIDAY,FALSE,29.7,0.0,3078
2023,7,22,22/7/2023,SATURDAY,FALSE,30.6,0.0,2086
2023,7,23,23/7/2023,SUNDAY,FALSE,30.6,0.0,1266
2023,7,24,24/7/2023,MONDAY,FALSE,30.7,0.0,4682
2023,7,25,25/7/2023,TUESDAY,FALSE,30.7,0.0,4572
2023,7,26,26/7/2023,WEDNESDAY,FALSE,32.0,0.0,4418
2023,7,27,27/7/2023,THURSDAY,FALSE,32.2,6.9,3654
2023,7,28,28/7/2023,FRIDAY,FALSE,31.5,0.0,4050
2023,7,29,29/7/2023,SATURDAY,FALSE,29.8,21.0,4555
2023,7,30,30/7/2023,SUNDAY,FALSE,29.2,10.0,1096
2023,7,31,31/7/2023,MONDAY,FALSE,29.1,46.5,4411
2023,8,1,1/8/2023,TUESDAY,FALSE,29.3,0.0,2592
2023,8,2,2/8/2023,WEDNESDAY,FALSE,30.4,0.0,3945
2023,8,3,3/8/2023,THURSDAY,FALSE,30.8,0.0,4491
2023,8,4,4/8/2023,FRIDAY,FALSE,30.5,2.6,3848
2023,8,5,5/8/2023,SATURDAY,FALSE,30.4,5.9,2329
2023,8,6,6/8/2023,SUNDAY,FALSE,30.3,0.0,1288
2023,8,7,7/8/2023,MONDAY,FALSE,30.1,1.6,3871
2023,8,8,8/8/2023,TUESDAY,FALSE,30.3,0.0,4784
2023,8,9,9/8/2023,WEDNESDAY,FALSE,30.3,0.0,4818
2023,8,10,10/8/2023,THURSDAY,FALSE,29.2,11.1,3720
2023,8,11,11/8/2023,FRIDAY,FALSE,27.8,26.4,4246
2023,8,12,12/8/2023,SATURDAY,FALSE,29.0,0.9,1561
2023,8,13,13/8/2023,SUNDAY,FALSE,28.5,34.2,1573
2023,8,14,14/8/2023,MONDAY,FALSE,29.4,3.6,3350
2023,8,15,15/8/2023,TUESDAY,FALSE,29.9,0.0,4134
2023,8,16,16/8/2023,WEDNESDAY,FALSE,30.6,0.0,3917
2023,8,17,17/8/2023,THURSDAY,FALSE,30.0,0.0,4386
2023,8,18,18/8/2023,FRIDAY,FALSE,29.2,9.3,3302
2023,8,19,19/8/2023,SATURDAY,FALSE,28.8,0.3,2502
2023,8,20,20/8/2023,SUNDAY,FALSE,29.7,0.6,1085
2023,8,21,21/8/2023,MONDAY,FALSE,29.6,0.2,2887
2023,8,22,22/8/2023,TUESDAY,FALSE,30.0,0.3,4213
2023,8,23,23/8/2023,WEDNESDAY,FALSE,30.4,0.3,4029
2023,8,24,24/8/2023,THURSDAY,FALSE,29.1,5.7,2411
2023,8,25,25/8/2023,FRIDAY,FALSE,29.3,0.2,3148
2023,8,26,26/8/2023,SATURDAY,FALSE,29.7,0.0,3139
2023,8,27,27/8/2023,SUNDAY,FALSE,29.4,2.2,796
2023,8,28,28/8/2023,MONDAY,FALSE,29.9,0.5,3340
2023,8,29,29/8/2023,TUESDAY,FALSE,29.0,34.4,5826
2023,8,30,30/8/2023,WEDNESDAY,FALSE,28.9,0.0,3461
2023,8,31,31/8/2023,THURSDAY,FALSE,29.2,0.4,3279
2023,9,1,1/9/2023,FRIDAY,FALSE,26.9,98.9,3304
2023,9,2,2/9/2023,SATURDAY,FALSE,26.2,80.4,2998
2023,9,3,3/9/2023,SUNDAY,FALSE,29.4,0.1,1201
2023,9,4,4/9/2023,MONDAY,FALSE,29.9,0.0,4418
2023,9,5,5/9/2023,TUESDAY,FALSE,29.1,0.4,3351
2023,9,6,6/9/2023,WEDNESDAY,FALSE,29.4,0.0,3468
2023,9,7,7/9/2023,THURSDAY,FALSE,27.7,215.7,3964
2023,9,8,8/9/2023,FRIDAY,FALSE,25.7,425.0,231
2023,9,9,9/9/2023,SATURDAY,FALSE,26.2,9.8,3089
2023,9,10,10/9/2023,SUNDAY,FALSE,25.8,67.4,1473
2023,9,11,11/9/2023,MONDAY,FALSE,26.5,20.5,4529
2023,9,12,12/9/2023,TUESDAY,FALSE,27.0,0.9,3419
2023,9,13,13/9/2023,WEDNESDAY,FALSE,27.9,2.5,3497
2023,9,14,14/9/2023,THURSDAY,FALSE,26.9,103.5,4223
2023,9,15,15/9/2023,FRIDAY,FALSE,27.3,28.5,4127
2023,9,16,16/9/2023,SATURDAY,FALSE,27.1,4.3,2122
2023,9,17,17/9/2023,SUNDAY,FALSE,28.5,0.0,1004
2023,9,18,18/9/2023,MONDAY,FALSE,29.2,0.0,3385
2023,9,19,19/9/2023,TUESDAY,FALSE,29.5,0.0,3555
2023,9,20,20/9/2023,WEDNESDAY,FALSE,29.6,0.0,3180
2023,9,21,21/9/2023,THURSDAY,FALSE,30.0,0.0,4530
2023,9,22,22/9/2023,FRIDAY,FALSE,30.2,0.0,4687
2023,9,23,23/9/2023,SATURDAY,FALSE,30.1,0.0,2390
2023,9,24,24/9/2023,SUNDAY,FALSE,29.9,0.0,1612
2023,9,25,25/9/2023,MONDAY,FALSE,29.8,1.5,3298
2023,9,26,26/9/2023,TUESDAY,FALSE,30.0,0.0,4001
2023,9,27,27/9/2023,WEDNESDAY,FALSE,30.3,0.0,4544
2023,9,28,28/9/2023,THURSDAY,FALSE,30.3,0.0,3548
2023,9,29,29/9/2023,FRIDAY,FALSE,29.8,7.7,3098
2023,9,30,30/9/2023,SATURDAY,TRUE,30.0,0.0,1434
2023,10,1,1/10/2023,SUNDAY,FALSE,30.0,0.0,1575
2023,10,2,2/10/2023,MONDAY,TRUE,29.5,0.4,1646
2023,10,3,3/10/2023,TUESDAY,FALSE,29.3,0.0,2551
2023,10,4,4/10/2023,WEDNESDAY,FALSE,30.8,0.0,3321
2023,10,5,5/10/2023,THURSDAY,FALSE,30.5,0.0,3425
2023,10,6,6/10/2023,FRIDAY,FALSE,28.3,0.0,2509
2023,10,7,7/10/2023,SATURDAY,FALSE,25.1,1.9,2035
2023,10,8,8/10/2023,SUNDAY,FALSE,24.2,92.2,898
2023,10,9,9/10/2023,MONDAY,FALSE,24.5,369.7,750
2023,10,10,10/10/2023,TUESDAY,FALSE,25.3,2.3,2898
2023,10,11,11/10/2023,WEDNESDAY,FALSE,25.6,0.0,3027
2023,10,12,12/10/2023,THURSDAY,FALSE,25.7,0.0,2552
2023,10,13,13/10/2023,FRIDAY,FALSE,26.7,0.0,3157
2023,10,14,14/10/2023,SATURDAY,FALSE,26.6,0.0,1873
2023,10,15,15/10/2023,SUNDAY,FALSE,26.9,0.1,1039
2023,10,16,16/10/2023,MONDAY,FALSE,26.5,0.0,2537
2023,10,17,17/10/2023,TUESDAY,FALSE,25.8,0.0,3048
2023,10,18,18/10/2023,WEDNESDAY,FALSE,24.6,38.3,4366
2023,10,19,19/10/2023,THURSDAY,FALSE,25.3,27.9,3500
2023,10,20,20/10/2023,FRIDAY,FALSE,25.9,0.2,3353
2023,10,21,21/10/2023,SATURDAY,FALSE,23.3,0.0,2640
2023,10,22,22/10/2023,SUNDAY,FALSE,24.5,0.0,978
2023,10,23,23/10/2023,MONDAY,TRUE,26.0,0.0,991
2023,10,24,24/10/2023,TUESDAY,FALSE,26.8,0.0,3503
2023,10,25,25/10/2023,WEDNESDAY,FALSE,26.6,0.0,2661
2023,10,26,26/10/2023,THURSDAY,FALSE,26.2,0.0,3592
2023,10,27,27/10/2023,FRIDAY,FALSE,26.6,0.0,2840
2023,10,28,28/10/2023,SATURDAY,FALSE,25.8,9.5,1796
2023,10,29,29/10/2023,SUNDAY,FALSE,25.3,3.5,1054
2023,10,30,30/10/2023,MONDAY,FALSE,26.1,0.0,2931
2023,10,31,31/10/2023,TUESDAY,FALSE,25.8,0.0,3219
2023,11,1,1/11/2023,WEDNESDAY,FALSE,25.8,0.0,2784
2023,11,2,2/11/2023,THURSDAY,FALSE,25.8,0.0,3038
2023,11,3,3/11/2023,FRIDAY,FALSE,26.0,0.0,2834
2023,11,4,4/11/2023,SATURDAY,FALSE,26.3,0.0,2100
2023,11,5,5/11/2023,SUNDAY,FALSE,26.7,0.0,895
2023,11,6,6/11/2023,MONDAY,FALSE,27.6,0.0,2955
2023,11,7,7/11/2023,TUESDAY,FALSE,25.9,0.0,3325
2023,11,8,8/11/2023,WEDNESDAY,FALSE,25.2,0.0,2960
2023,11,9,9/11/2023,THURSDAY,FALSE,25.7,0.0,2898
2023,11,10,10/11/2023,FRIDAY,FALSE,26.9,0.0,3521
2023,11,11,11/11/2023,SATURDAY,FALSE,25.3,2.5,2483
2023,11,12,12/11/2023,SUNDAY,FALSE,24.0,0.6,1029
2023,11,13,13/11/2023,MONDAY,FALSE,22.0,0.0,2669
2023,11,14,14/11/2023,TUESDAY,FALSE,20.8,0.0,2637
2023,11,15,15/11/2023,WEDNESDAY,FALSE,22.8,0.0,3192
2023,11,16,16/11/2023,THURSDAY,FALSE,21.5,0.0,3080
2023,11,17,17/11/2023,FRIDAY,FALSE,18.8,0.0,2726
2023,11,18,18/11/2023,SATURDAY,FALSE,19.5,0.0,2024
2023,11,19,19/11/2023,SUNDAY,FALSE,20.5,0.0,818
2023,11,20,20/11/2023,MONDAY,FALSE,21.3,0.0,2641
2023,11,21,21/11/2023,TUESDAY,FALSE,22.0,0.0,3482
2023,11,22,22/11/2023,WEDNESDAY,FALSE,22.6,0.0,2945
2023,11,23,23/11/2023,THURSDAY,FALSE,23.0,0.0,2588
2023,11,24,24/11/2023,FRIDAY,FALSE,22.9,0.0,3538
2023,11,25,25/11/2023,SATURDAY,FALSE,21.9,0.0,1764
2023,11,26,26/11/2023,SUNDAY,FALSE,22.1,0.0,981
2023,11,27,27/11/2023,MONDAY,FALSE,23.0,0.0,2390
2023,11,28,28/11/2023,TUESDAY,FALSE,22.8,0.0,3498
2023,11,29,29/11/2023,WEDNESDAY,FALSE,22.7,0.2,3092
2023,11,30,30/11/2023,THURSDAY,FALSE,23.8,0.0,3212
2023,12,1,1/12/2023,FRIDAY,FALSE,21.5,0.0,2639
2023,12,2,2/12/2023,SATURDAY,FALSE,20.0,0.0,2590
2023,12,3,3/12/2023,SUNDAY,FALSE,21.4,0.0,839
2023,12,4,4/12/2023,MONDAY,FALSE,21.9,0.0,3415
2023,12,5,5/12/2023,TUESDAY,FALSE,21.7,0.0,2638
2023,12,6,6/12/2023,WEDNESDAY,FALSE,21.5,0.0,2680
2023,12,7,7/12/2023,THURSDAY,FALSE,21.0,0.0,3051
2023,12,8,8/12/2023,FRIDAY,FALSE,21.4,0.0,3021
2023,12,9,9/12/2023,SATURDAY,FALSE,22.9,0.0,2151
2023,12,10,10/12/2023,SUNDAY,FALSE,23.9,0.0,833
2023,12,11,11/12/2023,MONDAY,FALSE,24.2,0.3,3188
2023,12,12,12/12/2023,TUESDAY,FALSE,24.7,0.3,2903
2023,12,13,13/12/2023,WEDNESDAY,FALSE,22.3,0.0,2516
2023,12,14,14/12/2023,THURSDAY,FALSE,23.1,0.0,2487
2023,12,15,15/12/2023,FRIDAY,FALSE,24.4,0.0,3282
2023,12,16,16/12/2023,SATURDAY,FALSE,18.9,0.1,1830
2023,12,17,17/12/2023,SUNDAY,FALSE,13.4,0.0,986
2023,12,18,18/12/2023,MONDAY,FALSE,17.3,0.0,3128
2023,12,19,19/12/2023,TUESDAY,FALSE,16.8,0.0,2427
2023,12,20,20/12/2023,WEDNESDAY,FALSE,13.6,0.0,3014
2023,12,21,21/12/2023,THURSDAY,FALSE,10.9,0.0,2647
2023,12,22,22/12/2023,FRIDAY,FALSE,10.5,0.0,3135
2023,12,23,23/12/2023,SATURDAY,FALSE,11.0,0.2,2208
2023,12,24,24/12/2023,SUNDAY,FALSE,13.3,0.0,1010
2023,12,25,25/12/2023,MONDAY,TRUE,14.9,0.0,871
2023,12,26,26/12/2023,TUESDAY,TRUE,16.6,0.0,1038
2023,12,27,27/12/2023,WEDNESDAY,FALSE,18.7,0.0,2684
2023,12,28,28/12/2023,THURSDAY,FALSE,20.1,0.0,3121
2023,12,29,29/12/2023,FRIDAY,FALSE,19.4,0.0,2772
2023,12,30,30/12/2023,SATURDAY,FALSE,20.7,0.0,1804
2023,12,31,31/12/2023,SUNDAY,FALSE,21.8,0.0,978
